Image,Education_URL,Title,Time Period,Author,Location
,https://www.metmuseum.org/art/collection/search/553596,Wedjat eye amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/553753,Taweret amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/697963,"Amulet representing a leg of beef, from a foundation deposit of Apries",589–570 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP164823.jpg,https://www.metmuseum.org/art/collection/search/436997,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/545373,Wedjat eye amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/DP-14824-023.jpg,https://www.metmuseum.org/art/collection/search/463377,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-09_180_2373_EGDP037288.jpg,https://www.metmuseum.org/art/collection/search/558569,Harpokrates amulet (?),ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP276416.jpg,https://www.metmuseum.org/art/collection/search/550960,Amulet: Harpokrates,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP296426.jpg,https://www.metmuseum.org/art/collection/search/440985,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.151.jpg,https://www.metmuseum.org/art/collection/search/551478,Wedjat Eye Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556025,Thueris amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-19929-001.jpg,https://www.metmuseum.org/art/collection/search/438003,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/10.130.1820.jpg,https://www.metmuseum.org/art/collection/search/552713,Papyrus Column Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT2147.jpg,https://www.metmuseum.org/art/collection/search/436024,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/550910,Frog Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-19037-001.jpg,https://www.metmuseum.org/art/collection/search/698749,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/553506,Wedjat eye amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP213969_CRD.jpg,https://www.metmuseum.org/art/collection/search/40454,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/ep07.225.5056.bw.R.jpg,https://www.metmuseum.org/art/collection/search/189758,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-19309-002.jpg,https://www.metmuseum.org/art/collection/search/816193,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-59_100_1_EGDP036704.jpg,https://www.metmuseum.org/art/collection/search/552061,Amulet in the form of a face,ca. 2150–1950 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap65.235.jpg,https://www.metmuseum.org/art/collection/search/10247,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/DP-18131-001.jpg,https://www.metmuseum.org/art/collection/search/823979,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552658,Sakhmet Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/ep21.70.4.R.jpg,https://www.metmuseum.org/art/collection/search/435989,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/DP-20624-001.jpg,https://www.metmuseum.org/art/collection/search/466200,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552882,Duamutef Plaque Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-21067-001.jpg,https://www.metmuseum.org/art/collection/search/484688,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-27_3_612d_EGDP034846.jpg,https://www.metmuseum.org/art/collection/search/583688,Son of Horus (Duamutef) from Bead Net,ca. 1070–525 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP277399.jpg,https://www.metmuseum.org/art/collection/search/10805,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555744,Necklace of pendants and ring beads,ca. 1981–1802 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP118427.jpg,https://www.metmuseum.org/art/collection/search/11141,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.23_EGDP017155.jpg,https://www.metmuseum.org/art/collection/search/561527,Phallus (?) amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/DP-21693-022.jpg,https://www.metmuseum.org/art/collection/search/229285,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/26.7.1308.JPG,https://www.metmuseum.org/art/collection/search/545729,Shank of a cylinder amulet,ca. 1878–1840 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP341202.jpg,https://www.metmuseum.org/art/collection/search/440900,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552732,Maat Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT11803.jpg,https://www.metmuseum.org/art/collection/search/437803,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP291219_edt.jpg,https://www.metmuseum.org/art/collection/search/78195,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555272,Dish with Eye and god Bes Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-30346-001.jpg,https://www.metmuseum.org/art/collection/search/485682,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP228719.jpg,https://www.metmuseum.org/art/collection/search/545262,Sow Amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/R92D_Mon_Strollerr7.jpg,https://www.metmuseum.org/art/collection/search/438006,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP349354.jpg,https://www.metmuseum.org/art/collection/search/641257,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-15694-001.jpg,https://www.metmuseum.org/art/collection/search/489307,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560917,Seated deity amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/LC-1991_402_7-Overall_Recto-20240322-01.jpg,https://www.metmuseum.org/art/collection/search/485827,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP168986.jpg,https://www.metmuseum.org/art/collection/search/15200,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-13658-001.jpg,https://www.metmuseum.org/art/collection/search/749639,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap29.58.jpg,https://www.metmuseum.org/art/collection/search/10136,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP145399.jpg,https://www.metmuseum.org/art/collection/search/437388,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-13699-001.jpg,https://www.metmuseum.org/art/collection/search/438382,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap32.73.1.jpg,https://www.metmuseum.org/art/collection/search/11904,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap65.19.jpg,https://www.metmuseum.org/art/collection/search/10503,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT283604.jpg,https://www.metmuseum.org/art/collection/search/10798,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/EP%20Vouet.jpg,https://www.metmuseum.org/art/collection/search/890822,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap06.179.jpg,https://www.metmuseum.org/art/collection/search/10832,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1968.jpg,https://www.metmuseum.org/art/collection/search/436019,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP241218.jpg,https://www.metmuseum.org/art/collection/search/19247,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT1362.jpg,https://www.metmuseum.org/art/collection/search/19322,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-31520-001.jpg,https://www.metmuseum.org/art/collection/search/438816,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap61.90.jpg,https://www.metmuseum.org/art/collection/search/12641,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap66.242.25.jpg,https://www.metmuseum.org/art/collection/search/10879,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap53.45.6.jpg,https://www.metmuseum.org/art/collection/search/12925,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-31219-001.jpg,https://www.metmuseum.org/art/collection/search/436215,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT220048.jpg,https://www.metmuseum.org/art/collection/search/11723,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP236139.jpg,https://www.metmuseum.org/art/collection/search/488486,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1965.jpg,https://www.metmuseum.org/art/collection/search/436006,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14201-001.jpg,https://www.metmuseum.org/art/collection/search/437344,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DT3063.jpg,https://www.metmuseum.org/art/collection/search/459031,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP169563.jpg,https://www.metmuseum.org/art/collection/search/437941,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP162310.jpg,https://www.metmuseum.org/art/collection/search/438024,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP109380.jpg,https://www.metmuseum.org/art/collection/search/548238,"Nephthys, Horus, and Isis Amulet",664–525 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/574167,Djed Pillar Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/17.194.jpg,https://www.metmuseum.org/art/collection/search/550925,Bes Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap37.84.jpg,https://www.metmuseum.org/art/collection/search/12962,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP241018.jpg,https://www.metmuseum.org/art/collection/search/551325,Amulet of Khnum,332–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP366044.jpg,https://www.metmuseum.org/art/collection/search/458980,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/558583,Foot (?) amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.326_acc.jpg,https://www.metmuseum.org/art/collection/search/555356,Bes amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP336526.jpg,https://www.metmuseum.org/art/collection/search/437055,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/588128,Heart Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556103,Ape amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/md/mobile-large/IA-18288C.jpg,https://www.metmuseum.org/art/collection/search/751462,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/549453,Votive Fragment,ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-32425-002.jpg,https://www.metmuseum.org/art/collection/search/902226,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-04_2_362_EGDP028011.jpg,https://www.metmuseum.org/art/collection/search/552676,Statuette of a lion-headed goddess,380–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552670,Uraeus Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT7822.jpg,https://www.metmuseum.org/art/collection/search/483176,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/566860,Sow Amulet,522–343 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP322017.jpg,https://www.metmuseum.org/art/collection/search/438139,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.297_acc.jpg,https://www.metmuseum.org/art/collection/search/555310,Jackal amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.19_EGDP017154.jpg,https://www.metmuseum.org/art/collection/search/561523,Wedjat eye amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/APS6855.jpg,https://www.metmuseum.org/art/collection/search/15067,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/10.130.2475_EGDP017274.jpg,https://www.metmuseum.org/art/collection/search/551580,Bead with figure of Harpokrates,100 BC–100 AD,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap11.69.jpg,https://www.metmuseum.org/art/collection/search/10939,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-59_100_14_EGDP036710.jpg,https://www.metmuseum.org/art/collection/search/555603,Falcon head amulet,ca. 2150–1950 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/545979,Horus-eye Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.28_EGDP017156.jpg,https://www.metmuseum.org/art/collection/search/561532,Amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-15904-001.jpg,https://www.metmuseum.org/art/collection/search/435807,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.683.jpg,https://www.metmuseum.org/art/collection/search/559106,Mold for a Scarab,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560656,Plaque with the Name of Amenhotep III,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT8847.jpg,https://www.metmuseum.org/art/collection/search/436600,Venice: The Dogana and Santa Maria della Salute,Francesco Guardi,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/545423,Winged scarab,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP284700_edt.jpg,https://www.metmuseum.org/art/collection/search/78188,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-59_103_3_EGDP036739.jpg,https://www.metmuseum.org/art/collection/search/555580,Bee amulet,ca. 2150–1950 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-66_99_155_EGDP036796.jpg,https://www.metmuseum.org/art/collection/search/549704,"Design Amulet, Baboon Pierced Transversally on the Back, Device not understood",ca. 2100–2010 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121845.jpg,https://www.metmuseum.org/art/collection/search/243802,,,Unknown Author,"40.7794, -73.9632"
